[2020-12-02 13:57:54] This is codeql database create codeql-db --language=java --source-root . -c ./gradlew -Dorg.gradle.caching=false --no-daemon -S clean assembleDebug
[2020-12-02 13:57:54] Log file was started late.
[2020-12-02 13:57:54] [PROGRESS] database create> Running command [./gradlew, -Dorg.gradle.caching=false, --no-daemon, -S, clean, assembleDebug] in /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2.
[2020-12-02 13:57:54] Running plumbing command: codeql database trace-command --working-dir=/media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2 -- /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2/codeql-db ./gradlew -Dorg.gradle.caching=false --no-daemon -S clean assembleDebug
[2020-12-02 13:57:54] [PROGRESS] database trace-command> /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2/codeql-db: Running in /media/data/muse2/muse2repo_carreport/src_code/carreport-mutant2: [./gradlew, -Dorg.gradle.caching=false, --no-daemon, -S, clean, assembleDebug]
[2020-12-02 13:57:54] Setting up tracing from specification at /media/data/nacoop/codeql-home/codeql/java/tools/compiler-tracing.spec.
[2020-12-02 13:58:31] [build] > Transform drawerlayout.aar (androidx.drawerlayout:drawerlayout:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform versionedparcelable.aar (androidx.versionedparcelable:versionedparcelable:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform transition.aar (androidx.transition:transition:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform vectordrawable.aar (androidx.vectordrawable:vectordrawable:1.0.1) with AarTransform
[2020-12-02 13:58:31] [build] > Transform viewpager.aar (androidx.viewpager:viewpager:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform loader.aar (androidx.loader:loader:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform legacy-support-core-utils.aar (androidx.legacy:legacy-support-core-utils:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform vectordrawable-animated.aar (androidx.vectordrawable:vectordrawable-animated:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform legacy-support-core-ui.aar (androidx.legacy:legacy-support-core-ui:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform media.aar (androidx.media:media:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform android-color-picker.aar (uk.co.jordanrobinson:android-color-picker:1.0.2) with AarTransform
[2020-12-02 13:58:31] [build] > Transform fab.aar (com.github.clans:fab:1.6.4) with AarTransform
[2020-12-02 13:58:31] [build] > Transform android.joda.aar (net.danlew:android.joda:2.9.9.4) with AarTransform
[2020-12-02 13:58:31] [build] > Transform room-runtime.aar (androidx.room:room-runtime:2.1.0-alpha02) with AarTransform
[2020-12-02 13:58:31] [build] > Transform cardview.aar (androidx.cardview:cardview:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform appcompat.aar (androidx.appcompat:appcompat:1.0.2) with AarTransform
[2020-12-02 13:58:31] [build] > Transform constraintlayout.aar (androidx.constraintlayout:constraintlayout:2.0.0-alpha2) with AarTransform
[2020-12-02 13:58:31] [build] > Transform legacy-support-v4.aar (androidx.legacy:legacy-support-v4:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform material.aar (com.google.android.material:material:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform licensesdialog.aar (de.psdev.licensesdialog:licensesdialog:1.8.3) with AarTransform
[2020-12-02 13:58:31] [build] > Transform lifecycle-runtime.aar (androidx.lifecycle:lifecycle-runtime:2.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform hellocharts-android.aar (com.github.gudatcomputers:hellocharts-android:ba603174d302931c0985afb4e54d597fba28146b) with AarTransform
[2020-12-02 13:58:31] [build] > Transform lifecycle-viewmodel.aar (androidx.lifecycle:lifecycle-viewmodel:2.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform recyclerview.aar (androidx.recyclerview:recyclerview:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform recyclerview-multiselect.aar (com.bignerdranch.android:recyclerview-multiselect:0.2) with AarTransform
[2020-12-02 13:58:31] [build] > Transform multidex.aar (androidx.multidex:multidex:2.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform interpolator.aar (androidx.interpolator:interpolator:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform print.aar (androidx.print:print:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform localbroadcastmanager.aar (androidx.localbroadcastmanager:localbroadcastmanager:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform documentfile.aar (androidx.documentfile:documentfile:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform core-runtime.aar (androidx.arch.core:core-runtime:2.0.1-alpha01) with AarTransform
[2020-12-02 13:58:31] [build] > Transform lifecycle-livedata-core.aar (androidx.lifecycle:lifecycle-livedata-core:2.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform lifecycle-livedata.aar (androidx.lifecycle:lifecycle-livedata:2.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform sqlite-framework.aar (androidx.sqlite:sqlite-framework:2.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform cursoradapter.aar (androidx.cursoradapter:cursoradapter:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform sqlite.aar (androidx.sqlite:sqlite:2.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform versionedparcelable.aar (androidx.versionedparcelable:versionedparcelable:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform asynclayoutinflater.aar (androidx.asynclayoutinflater:asynclayoutinflater:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform core.aar (androidx.core:core:1.0.1) with AarTransform
[2020-12-02 13:58:31] [build] > Transform swiperefreshlayout.aar (androidx.swiperefreshlayout:swiperefreshlayout:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform customview.aar (androidx.customview:customview:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform slidingpanelayout.aar (androidx.slidingpanelayout:slidingpanelayout:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform drawerlayout.aar (androidx.drawerlayout:drawerlayout:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform viewpager.aar (androidx.viewpager:viewpager:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform loader.aar (androidx.loader:loader:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform transition.aar (androidx.transition:transition:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform vectordrawable.aar (androidx.vectordrawable:vectordrawable:1.0.1) with AarTransform
[2020-12-02 13:58:31] [build] > Transform coordinatorlayout.aar (androidx.coordinatorlayout:coordinatorlayout:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform legacy-support-core-utils.aar (androidx.legacy:legacy-support-core-utils:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform legacy-support-core-ui.aar (androidx.legacy:legacy-support-core-ui:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform vectordrawable-animated.aar (androidx.vectordrawable:vectordrawable-animated:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform fragment.aar (androidx.fragment:fragment:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform media.aar (androidx.media:media:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform android-color-picker.aar (uk.co.jordanrobinson:android-color-picker:1.0.2) with AarTransform
[2020-12-02 13:58:31] [build] > Transform android.joda.aar (net.danlew:android.joda:2.9.9.4) with AarTransform
[2020-12-02 13:58:31] [build] > Transform fragment.aar (androidx.fragment:fragment:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform fab.aar (com.github.clans:fab:1.6.4) with AarTransform
[2020-12-02 13:58:31] [build] > Transform room-runtime.aar (androidx.room:room-runtime:2.1.0-alpha02) with AarTransform
[2020-12-02 13:58:31] [build] > Transform recyclerview.aar (androidx.recyclerview:recyclerview:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform appcompat.aar (androidx.appcompat:appcompat:1.0.2) with AarTransform
[2020-12-02 13:58:31] [build] > Transform constraintlayout.aar (androidx.constraintlayout:constraintlayout:2.0.0-alpha2) with AarTransform
[2020-12-02 13:58:31] [build] > Transform material.aar (com.google.android.material:material:1.0.0) with AarTransform
[2020-12-02 13:58:31] [build] > Transform cardview.aar (androidx.cardview:cardview:1.0.0) with AarTransform
[2020-12-02 13:58:35] [build] > Task :app:transformClassesWithDexBuilderForFossDebug
[2020-12-02 13:58:37] [build] > Task :app:transformClassesWithMultidexlistForFossDebug
[2020-12-02 13:58:41] [build] > Task :app:transformDexArchiveWithDexMergerForFossDebug
[2020-12-02 13:58:41] [build] > Transform joda-time-no-tzdb.jar (joda-time:joda-time:2.9.9) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform constraintlayout-solver.jar (androidx.constraintlayout:constraintlayout-solver:2.0.0-alpha2) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform annotation.jar (androidx.annotation:annotation:1.0.0) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform lifecycle-common.jar (androidx.lifecycle:lifecycle-common:2.0.0) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform okio.jar (com.squareup.okio:okio:1.14.0) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform core-common.jar (androidx.arch.core:core-common:2.0.0) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform legacy-support-v4.aar (androidx.legacy:legacy-support-v4:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform licensesdialog.aar (de.psdev.licensesdialog:licensesdialog:1.8.3) with AarTransform
[2020-12-02 13:58:41] [build] > Transform hellocharts-android.aar (com.github.gudatcomputers:hellocharts-android:ba603174d302931c0985afb4e54d597fba28146b) with AarTransform
[2020-12-02 13:58:41] [build] > Transform multidex.aar (androidx.multidex:multidex:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform recyclerview-multiselect.aar (com.bignerdranch.android:recyclerview-multiselect:0.2) with AarTransform
[2020-12-02 13:58:41] [build] > Transform lifecycle-runtime.aar (androidx.lifecycle:lifecycle-runtime:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform lifecycle-viewmodel.aar (androidx.lifecycle:lifecycle-viewmodel:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform print.aar (androidx.print:print:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform localbroadcastmanager.aar (androidx.localbroadcastmanager:localbroadcastmanager:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform documentfile.aar (androidx.documentfile:documentfile:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform interpolator.aar (androidx.interpolator:interpolator:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform core-runtime.aar (androidx.arch.core:core-runtime:2.0.1-alpha01) with AarTransform
[2020-12-02 13:58:41] [build] > Transform room-common.jar (androidx.room:room-common:2.1.0-alpha02) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform lifecycle-livedata-core.aar (androidx.lifecycle:lifecycle-livedata-core:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform lifecycle-livedata.aar (androidx.lifecycle:lifecycle-livedata:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform collection.jar (androidx.collection:collection:1.0.0) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform sqlite.aar (androidx.sqlite:sqlite:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform sqlite-framework.aar (androidx.sqlite:sqlite-framework:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform cursoradapter.aar (androidx.cursoradapter:cursoradapter:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform versionedparcelable.aar (androidx.versionedparcelable:versionedparcelable:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform core.aar (androidx.core:core:1.0.1) with AarTransform
[2020-12-02 13:58:41] [build] > Transform asynclayoutinflater.aar (androidx.asynclayoutinflater:asynclayoutinflater:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform swiperefreshlayout.aar (androidx.swiperefreshlayout:swiperefreshlayout:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform customview.aar (androidx.customview:customview:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform drawerlayout.aar (androidx.drawerlayout:drawerlayout:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform slidingpanelayout.aar (androidx.slidingpanelayout:slidingpanelayout:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform loader.aar (androidx.loader:loader:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform viewpager.aar (androidx.viewpager:viewpager:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform vectordrawable.aar (androidx.vectordrawable:vectordrawable:1.0.1) with AarTransform
[2020-12-02 13:58:41] [build] > Transform transition.aar (androidx.transition:transition:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform legacy-support-core-utils.aar (androidx.legacy:legacy-support-core-utils:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform jackson-core.jar (com.fasterxml.jackson.core:jackson-core:2.7.4) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform coordinatorlayout.aar (androidx.coordinatorlayout:coordinatorlayout:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform jsr305.jar (com.google.code.findbugs:jsr305:3.0.1) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform vectordrawable-animated.aar (androidx.vectordrawable:vectordrawable-animated:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform legacy-support-core-ui.aar (androidx.legacy:legacy-support-core-ui:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform fragment.aar (androidx.fragment:fragment:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform media.aar (androidx.media:media:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform android-color-picker.aar (uk.co.jordanrobinson:android-color-picker:1.0.2) with AarTransform
[2020-12-02 13:58:41] [build] > Transform cardview.aar (androidx.cardview:cardview:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform room-runtime.aar (androidx.room:room-runtime:2.1.0-alpha02) with AarTransform
[2020-12-02 13:58:41] [build] > Transform android.joda.aar (net.danlew:android.joda:2.9.9.4) with AarTransform
[2020-12-02 13:58:41] [build] > Transform okhttp.jar (com.squareup.okhttp3:okhttp:3.10.0) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform fab.aar (com.github.clans:fab:1.6.4) with AarTransform
[2020-12-02 13:58:41] [build] > Transform material.aar (com.google.android.material:material:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform recyclerview.aar (androidx.recyclerview:recyclerview:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform appcompat.aar (androidx.appcompat:appcompat:1.0.2) with AarTransform
[2020-12-02 13:58:41] [build] > Transform legacy-support-v4.aar (androidx.legacy:legacy-support-v4:1.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform dropbox-core-sdk.jar (com.dropbox.core:dropbox-core-sdk:3.0.8) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform commons-csv.jar (org.apache.commons:commons-csv:1.5) with IdentityTransform
[2020-12-02 13:58:41] [build] > Transform constraintlayout.aar (androidx.constraintlayout:constraintlayout:2.0.0-alpha2) with AarTransform
[2020-12-02 13:58:41] [build] > Transform multidex.aar (androidx.multidex:multidex:2.0.0) with AarTransform
[2020-12-02 13:58:41] [build] > Transform hellocharts-android.aar (com.github.gudatcomputers:hellocharts-android:ba603174d302931c0985afb4e54d597fba28146b) with AarTransform
[2020-12-02 13:58:41] [build] > Transform recyclerview-multiselect.aar (com.bignerdranch.android:recyclerview-multiselect:0.2) with AarTransform
[2020-12-02 13:58:41] [build] > Transform licensesdialog.aar (de.psdev.licensesdialog:licensesdialog:1.8.3) with AarTransform
[2020-12-02 13:58:41] [build] > Task :app:mergeFossDebugJniLibFolders
[2020-12-02 13:58:41] [build] > Task :app:transformNativeLibsWithMergeJniLibsForFossDebug
[2020-12-02 13:58:41] [build] > Task :app:transformNativeLibsWithStripDebugSymbolForFossDebug
[2020-12-02 13:58:41] [build] > Task :app:processFossDebugJavaRes NO-SOURCE
[2020-12-02 13:58:42] [build] > Task :app:transformResourcesWithMergeJavaResForFossDebug
[2020-12-02 13:58:43] [build] > Task :app:packageFossDebug
[2020-12-02 13:58:43] [build] > Task :app:assembleFossDebug
[2020-12-02 13:58:43] [build] > Transform guava-jdk5.jar (com.google.guava:guava-jdk5:17.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform google-http-client-jackson2.jar (com.google.http-client:google-http-client-jackson2:1.22.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform google-http-client-jackson2.jar (com.google.http-client:google-http-client-jackson2:1.22.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with ExtractAarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with ExtractAarTransform
[2020-12-02 13:58:43] [build] > Transform google-http-client.jar (com.google.http-client:google-http-client:1.22.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform google-http-client.jar (com.google.http-client:google-http-client:1.22.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform google-http-client-android.jar (com.google.http-client:google-http-client-android:1.22.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform google-http-client-android.jar (com.google.http-client:google-http-client-android:1.22.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform google-oauth-client.jar (com.google.oauth-client:google-oauth-client:1.22.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform google-api-client.jar (com.google.api-client:google-api-client:1.22.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with ExtractAarTransform
[2020-12-02 13:58:43] [build] > Transform google-oauth-client.jar (com.google.oauth-client:google-oauth-client:1.22.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform google-api-client.jar (com.google.api-client:google-api-client:1.22.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with ExtractAarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:43] [build] > Transform google-api-client-android.jar (com.google.api-client:google-api-client-android:1.22.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform google-api-client-android.jar (com.google.api-client:google-api-client-android:1.22.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with ExtractAarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:43] [build] > Transform google-api-services-drive.jar (com.google.apis:google-api-services-drive:v3-rev81-1.22.0) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with ExtractAarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform google-api-services-drive.jar (com.google.apis:google-api-services-drive:v3-rev81-1.22.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:43] [build] > Transform guava-jdk5.jar (com.google.guava:guava-jdk5:17.0) with IdentityTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with JetifyTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with ExtractAarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with LibrarySymbolTableTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with LibrarySymbolTableTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with AarCompileClassesTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with LibrarySymbolTableTransform
[2020-12-02 13:58:43] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with LibrarySymbolTableTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with LibrarySymbolTableTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with AarTransform
[2020-12-02 13:58:43] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with LibrarySymbolTableTransform
[2020-12-02 13:58:43] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with LibrarySymbolTableTransform
[2020-12-02 13:58:44] [build] > Task :app:preFullDebugBuild
[2020-12-02 13:58:44] [build] > Task :app:compileFullDebugAidl NO-SOURCE
[2020-12-02 13:58:44] [build] > Task :app:compileFullDebugRenderscript
[2020-12-02 13:58:44] [build] > Task :app:checkFullDebugManifest
[2020-12-02 13:58:44] [build] > Task :app:generateFullDebugBuildConfig
[2020-12-02 13:58:44] [build] > Task :app:generateFullDebugSources
[2020-12-02 13:58:44] [build] > Task :app:javaPreCompileFullDebug
[2020-12-02 13:58:44] [build] > Task :app:mainApkListPersistenceFullDebug
[2020-12-02 13:58:44] [build] > Transform play-services-tasks.aar (com.google.android.gms:play-services-tasks:15.0.1) with AarTransform
[2020-12-02 13:58:44] [build] > Transform play-services-basement.aar (com.google.android.gms:play-services-basement:15.0.1) with AarTransform
[2020-12-02 13:58:44] [build] > Transform play-services-drive.aar (com.google.android.gms:play-services-drive:15.0.1) with AarTransform
[2020-12-02 13:58:44] [build] > Transform play-services-auth-base.aar (com.google.android.gms:play-services-auth-base:15.0.1) with AarTransform
[2020-12-02 13:58:44] [build] > Transform play-services-auth.aar (com.google.android.gms:play-services-auth:15.0.1) with AarTransform
[2020-12-02 13:58:44] [build] > Transform play-services-auth-api-phone.aar (com.google.android.gms:play-services-auth-api-phone:15.0.1) with AarTransform
[2020-12-02 13:58:44] [build] > Transform play-services-base.aar (com.google.android.gms:play-services-base:15.0.1) with AarTransform
[2020-12-02 13:58:44] [build] > Task :app:generateFullDebugResValues
[2020-12-02 13:58:44] [build] > Task :app:generateFullDebugResources
[2020-12-02 13:58:45] [build] > Task :app:mergeFullDebugResources
[2020-12-02 13:58:45] [build] > Task :app:createFullDebugCompatibleScreenManifests
